"median_house_value","total_bedrooms","total_rooms","bedroom_per_room"
"66000","507","2348","0.22"
"66000","551","2723","0.20"
"66000","427","2109","0.20"
"66000","221","1177","0.19"
"66000","623","3426","0.18"
"66000","547","3180","0.17"
"66100","611","2456","0.25"
"66100","216","963","0.22"
"66100","523","2502","0.21"
"66100","342","1749","0.20"
"66100","266","1306","0.20"
"66100","316","1722","0.18"
"66200","323","1638","0.20"
"66200","357","1789","0.20"
"66300","269","1111","0.24"
"66300","694","2978","0.23"
"66300","226","1028","0.22"
"66300","109","549","0.20"
"66400","958","2985","0.32"
"66400","283","1076","0.26"
"66400","327","1302","0.25"
"66400","498","2210","0.23"
"66400","366","1617","0.23"
"66400","325","1450","0.22"
"66400","321","1746","0.18"
"66500","489","2195","0.22"
"66500","493","2200","0.22"
"66600","1882","7249","0.26"
"66600","292","1276","0.23"
"66600","391","1846","0.21"
"66600","353","1691","0.21"
"66700","654","2888","0.23"
"66700","432","2214","0.20"
"66800","638","2177","0.29"
"66800","405","1665","0.24"
"66800","720","3087","0.23"
"66800","395","1798","0.22"
"66800","2331","10377","0.22"
"66800","236","1187","0.20"
"66800","1062","5370","0.20"
"66800","317","1578","0.20"
"66800","366","1884","0.19"
"66900","261","1018","0.26"
"66900","290","1202","0.24"
"66900","776","3244","0.24"
"66900","1283","5612","0.23"
"66900","514","2274","0.23"
"66900","268","1201","0.22"
"66900","787","3810","0.21"
"66900","414","1942","0.21"
"66900","399","1973","0.20"
"67000","356","1015","0.35"
"67000","287","979","0.29"
"67000","819","3505","0.23"
"67000","123","530","0.23"
"67000","364","1592","0.23"
"67000","225","1009","0.22"
"67000","554","2534","0.22"
"67000","213","1018","0.21"
"67000","111","525","0.21"
"67000","323","1517","0.21"
"67000","622","3115","0.20"
"67000","147","755","0.19"
"67200","196","886","0.22"
"67200","451","2107","0.21"
"67200","226","1089","0.21"
"67200","343","1612","0.21"
"67200","337","1730","0.19"
"67300","302","1229","0.25"
"67300","319","1311","0.24"
"67300","772","3291","0.23"
"67300","930","4002","0.23"
"67300","779","3616","0.22"
"67300","462","2359","0.20"
"67400","1719","6438","0.27"
"67400","628","3000","0.21"
"67500","254","711","0.36"
"67500","141","399","0.35"
"67500","4","12","0.33"
"67500","297","938","0.32"
"67500","7","22","0.32"
"67500","262","858","0.31"
"67500","95","311","0.31"
"67500","640","2301","0.28"
"67500","447","1619","0.28"
"67500","551","2013","0.27"
"67500","558","2098","0.27"
"67500","770","2920","0.26"
"67500","476","1859","0.26"
"67500","360","1372","0.26"
"67500","116","438","0.26"
"67500","245","958","0.26"
"67500","35","133","0.26"
"67500","6","24","0.25"
"67500","833","3268","0.25"
"67500","6","24","0.25"
"67500","15","60","0.25"
"67500","369","1555","0.24"
"67500","59","242","0.24"
"67500","21","88","0.24"
"67500","785","3433","0.23"
"67500","26","114","0.23"
"67500","353","1593","0.22"
"67500","8","36","0.22"
"67500","74","340","0.22"
"67500","187","880","0.21"
"67500","551","2602","0.21"
"67500","95","459","0.21"
"67500","323","1548","0.21"
"67500","403","1962","0.21"
"67500","387","1879","0.21"
"67500","262","1263","0.21"
"67500","316","1540","0.21"
"67500","272","1321","0.21"
"67500","12","60","0.20"
"67500","716","3564","0.20"
"67500","11","55","0.20"
"67500","110","540","0.20"
"67500","834","4157","0.20"
"67500","242","1230","0.20"
"67500","292","1495","0.20"
"67500","600","2928","0.20"
"67500","30","152","0.20"
"67500","289","1494","0.19"
"67500","28","148","0.19"
"67500","354","1841","0.19"
"67500","210","1155","0.18"
"67500","10","60","0.17"
"67500","279","1617","0.17"
"67500","586","3890","0.15"
"67500","491","3428","0.14"
"67600","658","3185","0.21"
"67600","236","1153","0.20"
"67600","755","4121","0.18"
"67700","560","2173","0.26"
"67700","581","2804","0.21"
"67700","549","2736","0.20"
"67700","284","1411","0.20"
"67800","521","1737","0.30"
"67800","504","2120","0.24"
"67800","226","958","0.24"
"67800","346","1491","0.23"
"67800","333","1473","0.23"
"67900","447","1899","0.24"
"67900","226","994","0.23"
"67900","472","2187","0.22"
"67900","598","2952","0.20"
"67900","316","1584","0.20"
"67900","516","2536","0.20"
"67900","388","2059","0.19"
"67900","321","1745","0.18"
"68000","715","2426","0.29"
"68000","238","1009","0.24"
"68000","352","1639","0.21"
"68000","528","2623","0.20"
"68000","1185","6121","0.19"
"68000","310","1743","0.18"
"68100","415","1457","0.28"
"68100","337","1462","0.23"
"68100","71","321","0.22"
"68100","277","1291","0.21"
"68100","615","2867","0.21"
"68200","432","1648","0.26"
"68200","540","2379","0.23"
"68200","648","2990","0.22"
"68200","262","1230","0.21"
"68200","149","732","0.20"
"68200","397","1952","0.20"
"68200","172","890","0.19"
"68300","387","1451","0.27"
"68300","239","1054","0.23"
"68300","411","1874","0.22"
"68300","526","2445","0.22"
"68300","83","376","0.22"
"68300","478","2205","0.22"
"68300","739","3346","0.22"
"68300","330","1606","0.21"
"68300","403","1923","0.21"
"68300","42","202","0.21"
"68300","440","2260","0.19"
"68400","659","2275","0.29"
"68400","214","749","0.29"
"68400","722","3461","0.21"
"68400","240","1226","0.20"
"68400","383","2060","0.19"
"68400","277","1435","0.19"
"68500","806","3083","0.26"
"68500","563","2194","0.26"
"68500","535","2248","0.24"
"68500","393","1622","0.24"
"68500","463","2094","0.22"
"68500","352","1695","0.21"
"68500","271","1286","0.21"
"68500","436","2221","0.20"
"68500","361","1926","0.19"
"68500","375","2033","0.18"
"68600","191","741","0.26"
"68600","402","1572","0.26"
"68600","63","296","0.21"
"68600","466","2293","0.20"
"68600","213","1192","0.18"
"68700","293","1145","0.26"
"68700","378","1897","0.20"
"68700","458","2576","0.18"
"68800","411","1419","0.29"
"68800","386","1629","0.24"
"68800","317","1729","0.18"
"68900","714","2488","0.29"
"68900","370","1503","0.25"
"68900","431","1830","0.24"
"68900","392","1625","0.24"
"68900","307","1297","0.24"
"68900","312","1335","0.23"
"68900","379","1660","0.23"
"68900","254","1133","0.22"
"69000","389","1457","0.27"
"69000","219","933","0.23"
"69000","446","1914","0.23"
"69000","634","2975","0.21"
"69000","416","2020","0.21"
"69000","1165","6060","0.19"
"69100","266","1064","0.25"
"69100","1545","6418","0.24"
"69100","863","3677","0.23"
"69100","372","1592","0.23"
"69100","587","2556","0.23"
"69100","448","2137","0.21"
"69100","444","2083","0.21"
"69100","564","2843","0.20"
"69100","275","1494","0.18"
"69200","372","1457","0.26"
"69200","608","2353","0.26"
"69200","437","1853","0.24"
"69200","313","1582","0.20"
"69200","249","1316","0.19"
"69300","663","2754","0.24"
"69300","520","2197","0.24"
"69300","661","3111","0.21"
"69300","321","1834","0.18"
"69400","1429","4643","0.31"
"69400","328","1171","0.28"
"69400","178","674","0.26"
"69400","373","1459","0.26"
"69400","1704","7626","0.22"
"69400","490","2226","0.22"
"69400","858","4120","0.21"
"69400","52","244","0.21"
"69400","308","1497","0.21"
"69400","508","2455","0.21"
"69400","310","1577","0.20"
"69400","512","2637","0.19"
"69500","418","1573","0.27"
"69500","755","2899","0.26"
"69500","1360","5445","0.25"
"69500","271","1084","0.25"
"69500","569","2715","0.21"
"69500","312","1533","0.20"
"69600","95","435","0.22"
"69600","1529","6928","0.22"
"69600","289","1370","0.21"
"69600","313","1629","0.19"
"69600","333","1824","0.18"
"69600","221","1288","0.17"
"69600","328","1877","0.17"
"69700","950","3446","0.28"
"69700","608","2277","0.27"
"69700","550","2282","0.24"
"69700","391","1646","0.24"
"69700","1182","5396","0.22"
"69700","271","1264","0.21"
"69700","620","3136","0.20"
"69700","439","2311","0.19"
"69700","413","2358","0.18"
"69800","383","1518","0.25"
"69800","102","408","0.25"
"69800","342","1649","0.21"
"69800","171","813","0.21"
"69800","448","2398","0.19"
"69800","421","2167","0.19"
"69800","228","1265","0.18"
"69900","426","1492","0.29"
"69900","507","1981","0.26"
"69900","495","2011","0.25"
"69900","2139","9351","0.23"
"69900","388","1746","0.22"
"69900","184","941","0.20"
"69900","386","1927","0.20"
"70000","2293","3894","0.59"
"70000","511","1758","0.29"
"70000","189","683","0.28"
"70000","143","608","0.24"
"70000","319","1371","0.23"
"70000","396","1833","0.22"
"70000","132","606","0.22"
"70000","57","267","0.21"
"70000","143","689","0.21"
"70000","965","4870","0.20"
"70000","516","2608","0.20"
"70000","448","2279","0.20"
"70000","481","2502","0.19"
"70100","466","1591","0.29"
"70100","573","2322","0.25"
"70100","345","1550","0.22"
"70100","809","3860","0.21"
"70100","573","2805","0.20"
"70100","360","2010","0.18"
"70100","235","1454","0.16"
"70200","252","866","0.29"
"70200","344","1179","0.29"
"70200","684","2896","0.24"
"70200","478","2081","0.23"
"70200","417","1986","0.21"
"70200","293","1453","0.20"
"70200","483","2678","0.18"
"70200","310","1765","0.18"
"70300","792","2679","0.30"
"70300","85","331","0.26"
"70300","336","1396","0.24"
"70300","321","1477","0.22"
"70400","1035","3648","0.28"
"70400","385","1703","0.23"
"70400","409","1837","0.22"
"70400","637","3157","0.20"
"70400","456","2246","0.20"
"70400","399","1962","0.20"
"70400","464","2478","0.19"
"70400","498","2599","0.19"
"70400","523","2935","0.18"
"70500","341","1186","0.29"
"70500","442","1756","0.25"
"70500","296","1296","0.23"
"70500","577","2741","0.21"
"70500","479","2285","0.21"
"70500","574","2868","0.20"
"70500","352","1836","0.19"
"70500","426","2220","0.19"
"70500","161","844","0.19"
"70500","202","1147","0.18"
"70500","336","1912","0.18"
"70600","822","2991","0.27"
"70600","579","3122","0.19"
"70600","286","1494","0.19"
"70600","407","2344","0.17"
"70700","535","2088","0.26"
"70700","634","2614","0.24"
"70700","947","4049","0.23"
"70700","455","2185","0.21"
"70700","340","1583","0.21"
"70700","746","3944","0.19"
"70700","370","2033","0.18"
"70700","211","1164","0.18"
"70800","448","1498","0.30"
"70800","641","2910","0.22"
"70800","490","2511","0.20"
"70800","370","1902","0.19"
"70800","109","561","0.19"
"70800","454","2429","0.19"
"70900","732","2936","0.25"
"70900","343","1412","0.24"
"70900","328","1511","0.22"
"70900","662","3494","0.19"
"71000","369","1235","0.30"
"71000","370","1402","0.26"
"71000","364","1540","0.24"
"71000","203","874","0.23"
"71000","658","3265","0.20"
"71000","508","2693","0.19"
"71000","289","1516","0.19"
"71100","636","2920","0.22"
"71100","333","1588","0.21"
"71100","322","1602","0.20"
"71200","664","3319","0.20"
"71200","325","1705","0.19"
"71200","367","1958","0.19"
"71200","412","2302","0.18"
"71300","405","1204","0.34"
"71300","146","472","0.31"
"71300","159","529","0.30"
"71300","111","443","0.25"
"71300","350","1492","0.23"
"71300","341","1470","0.23"
"71300","87","399","0.22"
"71300","1035","4799","0.22"
"71300","376","1815","0.21"
"71300","213","1006","0.21"
"71300","129","644","0.20"
"71300","274","1441","0.19"
"71300","282","1548","0.18"
"71300","55","298","0.18"
"71300","190","1039","0.18"
"71300","8","48","0.17"
"71300","36","231","0.16"
"71400","432","1979","0.22"
"71400","619","2857","0.22"
"71400","756","3532","0.21"
"71400","648","3235","0.20"
"71400","261","1463","0.18"
"71400","510","2861","0.18"
"71500","557","2115","0.26"
"71500","254","1081","0.23"
"71500","461","2045","0.23"
"71500","442","2128","0.21"
"71500","410","1926","0.21"
"71500","450","2124","0.21"
"71600","229","969","0.24"
"71600","503","2168","0.23"
"71700","282","1161","0.24"
"71700","752","3257","0.23"
"71700","367","1632","0.22"
"71700","818","3851","0.21"
"71800","338","1321","0.26"
"71800","730","3182","0.23"
"71800","738","3183","0.23"
"71800","510","2555","0.20"
"71800","60","336","0.18"
"71800","288","1581","0.18"
"71800","502","2719","0.18"
"71900","1172","5130","0.23"
"71900","266","1234","0.22"
"71900","399","1779","0.22"
"71900","294","1393","0.21"
"71900","654","3240","0.20"
"71900","645","3474","0.19"
"71900","240","1231","0.19"
"71900","460","2471","0.19"
"71900","496","2657","0.19"
"72000","206","769","0.27"
"72000","473","1853","0.26"
"72000","255","966","0.26"
"72000","519","2194","0.24"
"72000","245","1127","0.22"
"72000","589","2737","0.22"
"72000","527","2675","0.20"
"72000","1204","6440","0.19"
"72000","439","2342","0.19"
"72000","17","102","0.17"
"72100","351","1369","0.26"
"72100","1070","4530","0.24"
"72100","550","2403","0.23"
"72100","284","1373","0.21"
"72100","314","1484","0.21"
"72100","797","3873","0.21"
"72100","224","1058","0.21"
"72100","221","1133","0.20"
"72100","399","2089","0.19"
"72100","443","2554","0.17"
"72200","694","3356","0.21"
"72200","222","1076","0.21"
"72200","610","3085","0.20"
"72200","345","1821","0.19"
"72200","412","2127","0.19"
"72200","314","1749","0.18"
"72200","305","1651","0.18"
"72300","667","2654","0.25"
"72300","550","2280","0.24"
"72300","291","1281","0.23"
"72300","201","979","0.21"
"72300","635","2972","0.21"
"72300","1029","4984","0.21"
"72300","393","1927","0.20"
"72300","483","2508","0.19"
"72300","466","2507","0.19"
"72300","412","2370","0.17"
"72400","740","3009","0.25"
"72400","527","2199","0.24"
"72400","1303","5584","0.23"
"72400","421","1834","0.23"
"72400","701","3598","0.19"
"72500","339","1257","0.27"
"72500","418","1547","0.27"
"72500","52","191","0.27"
"72500","187","709","0.26"
"72500","459","1949","0.24"
"72500","669","2966","0.23"
"72500","207","921","0.22"
"72500","500","2374","0.21"
"72500","287","1370","0.21"
"72500","184","864","0.21"
"72500","18","89","0.20"
"72500","635","3225","0.20"
"72500","702","3819","0.18"
"72600","359","1307","0.27"
"72600","752","3107","0.24"
"72600","312","1373","0.23"
"72600","267","1262","0.21"
"72600","916","4549","0.20"
"72600","556","2828","0.20"
"72700","160","680","0.24"
"72700","354","1606","0.22"
"72700","610","2872","0.21"
"72700","129","633","0.20"
"72700","338","1786","0.19"
"72700","506","2849","0.18"
"72800","1119","4717","0.24"
"72800","224","949","0.24"
"72800","348","1467","0.24"
"72800","837","3654","0.23"
"72800","368","1648","0.22"
"72800","200","1005","0.20"
"72800","156","875","0.18"
"72900","144","512","0.28"
"72900","343","1540","0.22"
"72900","255","1212","0.21"
"72900","354","1759","0.20"
"72900","292","1451","0.20"
"72900","247","1404","0.18"
"72900","454","2572","0.18"
"72900","276","1620","0.17"
"73000","438","1765","0.25"
"73000","256","1093","0.23"
"73000","914","4177","0.22"
"73000","336","1607","0.21"
"73000","374","1818","0.21"
"73000","939","4410","0.21"
"73000","280","1312","0.21"
"73000","392","1963","0.20"
"73000","285","1468","0.19"
"73000","183","1042","0.18"
"73000","88","510","0.17"
"73100","536","2217","0.24"
"73100","149","613","0.24"
"73100","240","1096","0.22"
"73100","275","1266","0.22"
"73100","300","1452","0.21"
"73100","102","476","0.21"
"73100","396","2026","0.20"
"73100","361","1858","0.19"
"73100","273","1443","0.19"
"73100","302","1672","0.18"
"73200","722","2793","0.26"
"73200","454","1920","0.24"
"73200","627","2721","0.23"
"73200","498","2277","0.22"
"73200","616","3159","0.19"
"73300","296","1069","0.28"
"73300","143","567","0.25"
"73300","319","1548","0.21"
"73300","1149","5583","0.21"
"73400","564","2405","0.23"
"73400","668","2964","0.23"
"73400","228","1001","0.23"
"73400","337","1501","0.22"
"73400","456","2164","0.21"
"73400","348","1717","0.20"
"73400","906","4448","0.20"
"73500","830","2470","0.34"
"73500","114","411","0.28"
"73500","319","1439","0.22"
"73500","182","828","0.22"
"73500","637","2991","0.21"
"73500","685","3364","0.20"
"73500","240","1177","0.20"
"73500","154","812","0.19"
"73500","96","504","0.19"
"73500","141","789","0.18"
"73600","277","1314","0.21"
"73600","474","2392","0.20"
"73600","348","1702","0.20"
"73600","208","1152","0.18"
"73600","476","2750","0.17"
"73700","345","1336","0.26"
"73700","477","2074","0.23"
"73700","340","1631","0.21"
"73700","294","1441","0.20"
"73700","278","1451","0.19"
"73800","62","215","0.29"
"73800","459","1818","0.25"
"73800","341","1479","0.23"
"73800","327","1579","0.21"
"73800","140","711","0.20"
"73800","482","2515","0.19"
"73800","443","2314","0.19"
"73800","349","2074","0.17"
"73800","161","1030","0.16"
"73900","766","3308","0.23"
"73900","81","355","0.23"
"74000","804","3409","0.24"
"74000","1346","5692","0.24"
"74000","605","2809","0.22"
"74000","455","2321","0.20"
"74000","236","1387","0.17"
"74100","500","1703","0.29"
"74100","89","335","0.27"
"74100","495","1982","0.25"
"74100","726","3046","0.24"
"74100","238","995","0.24"
"74100","335","1486","0.23"
"74100","234","1348","0.17"
"74200","312","1243","0.25"
"74200","478","2090","0.23"
"74200","423","2263","0.19"
"74200","75","412","0.18"
"74300","1252","4648","0.27"
"74300","506","2283","0.22"
"74300","371","1689","0.22"
"74300","2401","10862","0.22"
"74300","294","1458","0.20"
"74300","220","1129","0.19"
"74300","838","4493","0.19"
"74300","290","1715","0.17"
"74400","2257","11115","0.20"
"74400","458","2394","0.19"
"74400","344","1766","0.19"
"74500","1053","4362","0.24"
"74500","250","1182","0.21"
"74500","662","3308","0.20"
"74500","323","1649","0.20"
"74500","332","1837","0.18"
"74600","538","2376","0.23"
"74600","387","1697","0.23"
"74600","714","3140","0.23"
