"median_income","population","household","total_rooms","people_per_household","people_per_room"
"80784","978","365","2512","2.679","0.389"
"80755","838","510","2852","1.643","0.294"
"80755","722","327","2045","2.208","0.353"
"80727","2003","666","4601","3.008","0.435"
"80683","1023","298","2421","3.433","0.423"
"80639","469","177","1420","2.650","0.330"
"80599.00000000001","872","282","1795","3.092","0.486"
"80595","1052","345","2825","3.049","0.372"
"80580","1922","652","4444","2.948","0.432"
"80510","1154","366","2691","3.153","0.429"
"80500","1151","463","3273","2.486","0.352"
"80498.99999999999","2216","1130","6871","1.961","0.323"
"80448","1001","363","2785","2.758","0.359"
"80428","493","142","1170","3.472","0.421"
"80409","1238","354","2649","3.497","0.467"
"80390","4083","1374","10212","2.972","0.400"
"80379","229","98","541","2.337","0.423"
"80330.99999999999","692","223","1764","3.103","0.392"
"80287","1460","416","3331","3.510","0.438"
"80257","859","306","2381","2.807","0.361"
"80239","228","106","601","2.151","0.379"
"80158","891","345","2173","2.583","0.410"
"80144","970","172","1409","5.640","0.688"
"80137","12873","3931","30405","3.275","0.423"
"80113","658","270","1953","2.437","0.337"
"80103.00000000001","965","285","2524","3.386","0.382"
"80094.99999999999","503","194","1213","2.593","0.415"
"80082","1642","549","4277","2.991","0.384"
"80074","1870","657","5252","2.846","0.356"
"80073.00000000001","1271","536","3895","2.371","0.326"
"80069","1276","491","3547","2.599","0.360"
"80030","3280","1167","9117","2.811","0.360"
"80015","444","196","1060","2.265","0.419"
"80000","29","9","26","3.222","1.115"
"79977","658","253","1814","2.601","0.363"
"79976","924","365","2826","2.532","0.327"
"79943","2304","778","6510","2.961","0.354"
"79892","999","417","2524","2.396","0.396"
"79887","873","307","2099","2.844","0.416"
"79885","117","67","846","1.746","0.138"
"79835","497","197","1613","2.523","0.308"
"79819","2381","819","6201","2.907","0.384"
"79814","2493","780","5661","3.196","0.440"
"79813","1097","407","2937","2.695","0.374"
"79794","1176","480","3085","2.450","0.381"
"79780","726","222","1775","3.270","0.409"
"79767","1327","564","3985","2.353","0.333"
"79761","842","410","3161","2.054","0.266"
"79739","1359","371","3011","3.663","0.451"
"79627","1271","354","2915","3.590","0.436"
"79625","588","267","1741","2.202","0.338"
"79614","1033","437","2492","2.364","0.415"
"79611","1149","476","2926","2.414","0.393"
"79606","503","220","1431","2.286","0.352"
"79556","684","275","2079","2.487","0.329"
"79393","1376","417","2865","3.300","0.480"
"79367","1092","345","3166","3.165","0.345"
"79338","1802","625","4956","2.883","0.364"
"79294","692","209","1614","3.311","0.429"
"79283","1432","431","3320","3.323","0.431"
"79248","1007","328","2377","3.070","0.424"
"79234","982","339","2718","2.897","0.361"
"79217","511","198","1011","2.581","0.505"
"79213","1057","424","2734","2.493","0.387"
"79187","1357","486","3068","2.792","0.442"
"79184","2782","584","3487","4.764","0.798"
"79168","1222","381","3279","3.207","0.373"
"79160","1116","386","3309","2.891","0.337"
"79135","856","350","2775","2.446","0.308"
"79125","2042","588","4025","3.473","0.507"
"79120","1030","397","2862","2.594","0.360"
"79096","928","410","2603","2.263","0.357"
"79068","7665","2312","17715","3.315","0.433"
"79059","1098","438","2868","2.507","0.383"
"79029","510","206","1287","2.476","0.396"
"79013","2440","736","6123","3.315","0.398"
"78997","2314","892","6026","2.594","0.384"
"78980","693","230","1533","3.013","0.452"
"78924","920","375","2458","2.453","0.374"
"78915","2129","819","6388","2.600","0.333"
"78904","1675","628","4448","2.667","0.377"
"78864","705","288","1927","2.448","0.366"
"78774","822","324","1969","2.537","0.417"
"78772","947","361","2990","2.623","0.317"
"78750","523","216","1631","2.421","0.321"
"78711","903","365","2892","2.474","0.312"
"78705","547","186","1506","2.941","0.363"
"78660","658","309","2057","2.129","0.320"
"78647","1391","540","3841","2.576","0.362"
"78633","415","154","1103","2.695","0.376"
"78627","1692","696","4973","2.431","0.340"
"78601","2051","694","5498","2.955","0.373"
"78588","1525","566","4062","2.694","0.375"
"78575","626","244","1797","2.566","0.348"
"78543","701","216","1293","3.245","0.542"
"78537","1485","461","3760","3.221","0.395"
"78532","1527","364","2534","4.195","0.603"
"78528","222","109","655","2.037","0.339"
"78528","959","400","2560","2.398","0.375"
"78521","517","214","1668","2.416","0.310"
"78496","553","225","1469","2.458","0.376"
"78476","876","338","2673","2.592","0.328"
"78453","910","311","2030","2.926","0.448"
"78426","1065","484","3247","2.200","0.328"
"78407","1719","608","4423","2.827","0.389"
"78392","761","274","2127","2.777","0.358"
"78383","829","296","2287","2.801","0.362"
"78383","1795","581","3811","3.090","0.471"
"78375","609","224","1477","2.719","0.412"
"78347","1231","409","2966","3.010","0.415"
"78336","911","309","2489","2.948","0.366"
"78336","903","362","2220","2.494","0.407"
"78287","4089","1555","11336","2.630","0.361"
"78279","1551","609","4350","2.547","0.357"
"78252","3819","1122","9467","3.404","0.403"
"78239","612","258","1720","2.372","0.356"
"78195","2142","596","5127","3.594","0.418"
"78193","801","287","1975","2.791","0.406"
"78177","1296","533","3598","2.432","0.360"
"78164","981","386","2533","2.541","0.387"
"78164","441","203","1496","2.172","0.295"
"78139","954","324","2153","2.944","0.443"
"78118","200","46","338","4.348","0.592"
"78061","703","217","2411","3.240","0.292"
"78031","599","228","1631","2.627","0.367"
"78013","1773","725","5255","2.446","0.337"
"78005","858","448","8806","1.915","0.097"
"77932","758","246","1617","3.081","0.469"
"77900","866","348","2267","2.489","0.382"
"77889","842","263","2296","3.202","0.367"
"77876","7775","2397","18448","3.244","0.421"
"77865","1079","399","2515","2.704","0.429"
"77854","1259","413","3244","3.048","0.388"
"77852","536","334","1349","1.605","0.397"
"77848","5175","2173","15990","2.382","0.324"
"77846","2574","883","6767","2.915","0.380"
"77814","1688","467","3580","3.615","0.472"
"77799","704","283","1994","2.488","0.353"
"77785","833","231","1841","3.606","0.452"
"77773","400","161","1054","2.484","0.380"
"77752","826","260","1986","3.177","0.416"
"77751","1318","397","3137","3.320","0.420"
"77743","905","319","2169","2.837","0.417"
"77738","1259","375","2714","3.357","0.464"
"77736","398","155","1065","2.568","0.374"
"77684","1643","544","4595","3.020","0.358"
"77643","1264","429","2690","2.946","0.470"
"77589","908","329","2098","2.760","0.433"
"77572","671","242","1711","2.773","0.392"
"77569","2693","770","6139","3.497","0.439"
"77517","529","166","1412","3.187","0.375"
"77500","92","39","321","2.359","0.287"
"77499","1931","616","4897","3.135","0.394"
"77464","868","312","2272","2.782","0.382"
"77450","685","248","1862","2.762","0.368"
"77382","1251","593","3251","2.110","0.385"
"77364","969","354","2328","2.737","0.416"
"77360","913","341","2387","2.677","0.382"
"77320","747","256","1859","2.918","0.402"
"77317","1454","524","3892","2.775","0.374"
"77313","1242","368","2500","3.375","0.497"
"77307","980","297","1966","3.300","0.498"
"77261","1304","527","3725","2.474","0.350"
"77234","1221","355","2846","3.439","0.429"
"77230","1337","631","4003","2.119","0.334"
"77201","2494","800","6203","3.118","0.402"
"77197","25","7","63","3.571","0.397"
"77197","17","4","70","4.250","0.243"
"77197","52","7","40","7.429","1.300"
"77197","19","8","48","2.375","0.396"
"77197","55","13","80","4.231","0.688"
"77116","1131","465","3039","2.432","0.372"
"77112","492","224","1253","2.196","0.393"
"77108","880","339","2321","2.596","0.379"
"77072","729","263","1879","2.772","0.388"
"77068","548","189","1347","2.899","0.407"
"77062","937","364","2789","2.574","0.336"
"77042","4474","1576","10445","2.839","0.428"
"77006","150","56","370","2.679","0.405"
"76986","3176","1159","8277","2.740","0.384"
"76933","725","253","1921","2.866","0.377"
"76923","329","109","794","3.018","0.414"
"76917","1393","506","3633","2.753","0.383"
"76889","767","263","1792","2.916","0.428"
"76886","407","159","1099","2.560","0.370"
"76877","3645","1219","10093","2.990","0.361"
"76864","1677","623","4428","2.692","0.379"
"76832","1226","366","2660","3.350","0.461"
"76775","2982","988","7436","3.018","0.401"
"76771","578","205","1311","2.820","0.441"
"76740","908","330","1778","2.752","0.511"
"76720","459","217","1293","2.115","0.355"
"76717","1486","498","4048","2.984","0.367"
"76709","2095","580","4461","3.612","0.470"
"76685","1098","404","2496","2.718","0.440"
"76659","800","320","2189","2.500","0.365"
"76632","557","211","1650","2.640","0.338"
"76526","894","349","2448","2.562","0.365"
"76520","934","377","2410","2.477","0.388"
"76518","2286","896","6200","2.551","0.369"
"76486","2771","866","6100","3.200","0.454"
"76473","1457","425","3354","3.428","0.434"
"76447","419","171","1271","2.450","0.330"
"76420","1695","572","3857","2.963","0.439"
"76420","3221","1043","7544","3.088","0.427"
"76348","2607","983","6423","2.652","0.406"
"76344","472","145","1111","3.255","0.425"
"76290","1390","607","3646","2.290","0.381"
"76286","253","75","629","3.373","0.402"
"76281","2524","1262","16921","2.000","0.149"
"76245","1528","586","3905","2.608","0.391"
"76229","881","342","2471","2.576","0.357"
"76202","2212","770","5484","2.873","0.403"
"76180","1363","403","2840","3.382","0.480"
"76166","1470","461","3324","3.189","0.442"
"76144","1127","396","2840","2.846","0.397"
"76129","76","42","196","1.810","0.388"
"76110","7427","2718","18634","2.733","0.399"
"76107","1348","480","3626","2.808","0.372"
"76107","1172","378","2561","3.101","0.458"
"76091","960","395","2228","2.430","0.431"
"76084","2292","874","6295","2.622","0.364"
"76059","917","287","2051","3.195","0.447"
"76016","1039","321","2372","3.237","0.438"
"76012","805","271","1969","2.970","0.409"
"75992","855","241","1840","3.548","0.465"
"75980","500","185","1214","2.703","0.412"
"75975","795","353","2512","2.252","0.316"
"75953","502","180","1089","2.789","0.461"
"75925","1175","432","3089","2.720","0.380"
"75898","1062","334","2652","3.180","0.400"
"75850","1645","591","3812","2.783","0.432"
"75847","1986","598","4050","3.321","0.490"
"75845","721","243","1730","2.967","0.417"
"75839","364","119","984","3.059","0.370"
"75822","1172","377","2845","3.109","0.412"
"75813","1234","389","3189","3.172","0.387"
"75794","791","261","1795","3.031","0.441"
"75791","1918","671","4552","2.858","0.421"
"75755","798","302","1918","2.642","0.416"
"75752","55","7","22","7.857","2.500"
"75744","524","164","1137","3.195","0.461"
"75699","2302","729","5925","3.158","0.389"
"75696","545","191","1533","2.853","0.356"
"75695","1341","428","3421","3.133","0.392"
"75674","1505","670","4340","2.246","0.347"
"75655","1577","597","4167","2.642","0.378"
"75619","2383","706","5394","3.375","0.442"
"75604","683","231","1547","2.957","0.441"
"75594","475","228","1193","2.083","0.398"
"75582","518","195","1107","2.656","0.468"
"75557","699","265","2052","2.638","0.341"
"75552","926","351","2040","2.638","0.454"
"75544","1616","654","4991","2.471","0.324"
"75488","1648","496","3745","3.323","0.440"
"75443","907","336","2120","2.699","0.428"
"75443","1675","470","3160","3.564","0.530"
"75426","2197","673","4713","3.264","0.466"
"75426","2927","1538","8324","1.903","0.352"
"75418","441","200","1135","2.205","0.389"
"75412","1659","630","4431","2.633","0.374"
"75408","519","146","1240","3.555","0.419"
"75402","1311","435","3651","3.014","0.359"
"75385","987","450","3000","2.193","0.329"
"75372","1260","461","3081","2.733","0.409"
"75349","998","346","2423","2.884","0.412"
"75337","679","278","1733","2.442","0.392"
"75286","1406","472","3128","2.979","0.449"
"75274","930","321","2269","2.897","0.410"
"75218","2024","580","4487","3.490","0.451"
"75210","1329","569","3303","2.336","0.402"
"75200","1480","650","4596","2.277","0.322"
"75197","40","25","106","1.600","0.377"
"75196","1003","343","2524","2.924","0.397"
"75196","1172","382","3016","3.068","0.389"
"75177","2877","982","6678","2.930","0.431"
"75139","2744","943","7479","2.910","0.367"
"75118","1418","432","3170","3.282","0.447"
"75112","1001","317","2308","3.158","0.434"
"75080","878","352","2814","2.494","0.312"
"75078","2710","875","6145","3.097","0.441"
"75057","1922","544","3628","3.533","0.530"
"75000","1158","415","3244","2.790","0.357"
"75000","1111","393","2580","2.827","0.431"
"75000","682","190","1302","3.589","0.524"
"75000","599","209","1313","2.866","0.456"
"75000","1190","412","3136","2.888","0.379"
"75000","1031","479","2935","2.152","0.351"
"75000","2450","778","6349","3.149","0.386"
"75000","361","163","1016","2.215","0.355"
"75000","615","275","1753","2.236","0.351"
"75000","1580","473","4058","3.340","0.389"
"75000","4108","1281","9483","3.207","0.433"
"74947","16122","5189","37937","3.107","0.425"
"74940","2468","957","7274","2.579","0.339"
"74918","1769","643","4607","2.751","0.384"
"74897","1151","434","2715","2.652","0.424"
"74882","1072","443","2865","2.420","0.374"
"74863","1782","641","4221","2.780","0.422"
"74837","7249","2156","16759","3.362","0.433"
"74817","973","446","3039","2.182","0.320"
"74787","2694","957","6499","2.815","0.415"
"74734","1728","587","4382","2.944","0.394"
"74729","1328","473","3250","2.808","0.409"
"74720","1478","634","4926","2.331","0.300"
"74713","1872","636","5077","2.943","0.369"
"74678","2009","831","5480","2.418","0.367"
"74597","1382","435","3600","3.177","0.384"
"74581","1447","510","3279","2.837","0.441"
"74574","883","281","2089","3.142","0.423"
"74570","1296","495","3346","2.618","0.387"
"74559","827","299","2218","2.766","0.373"
"74542","512","300","1945","1.707","0.263"
"74390","576","277","1799","2.079","0.320"
"74382","2450","1139","12327","2.151","0.199"
"74353","3926","1229","9540","3.194","0.412"
"74351","949","368","3109","2.579","0.305"
"74323","1158","295","2312","3.925","0.501"
"74219","523","274","1317","1.909","0.397"
"74201","987","362","3012","2.727","0.328"
"74190","859","302","2031","2.844","0.423"
"74185","733","291","1897","2.519","0.386"
"74141","1660","595","4589","2.790","0.362"
"74111","930","351","2375","2.650","0.392"
"74056","1504","520","4183","2.892","0.360"
"74046","911","319","2243","2.856","0.406"
"74029","436","190","1283","2.295","0.340"
"74001","1530","601","3546","2.546","0.431"
"73982","1542","472","3396","3.267","0.454"
"73878","962","320","2460","3.006","0.391"
"73861","945","263","1489","3.593","0.635"
"73843","1956","659","4866","2.968","0.402"
"73841","158","63","422","2.508","0.374"
"73769","1227","347","2666","3.536","0.460"
"73753","1399","382","2494","3.662","0.561"
"73750","891","300","1959","2.970","0.455"
"73732","1087","421","3031","2.582","0.359"
"73731","2221","623","4508","3.565","0.493"
"73719","1086","392","2785","2.770","0.390"
"73718","193","72","395","2.681","0.489"
"73715","229","164","821","1.396","0.279"
